TimeOccur,GeoX,GeoY,Type
09/29/2022 11:32:59,2461706.25,956018.31,Assault Offenses
09/29/2022 11:00:00,2463831.5,958787.38,Larceny
09/29/2022 10:00:00,2454299.5,960845.25,Vandalism
09/29/2022 10:00:00,2454299.5,960845.25,Assault Offenses
09/29/2022 08:56:59,2461706.25,956018.31,Drugs-Narcotics
09/29/2022 08:00:00,2468401,960446.44,Vandalism
09/29/2022 07:47:00,2466601,950323.31,Assault Offenses
09/29/2022 07:45:59,2438212.5,937659.06,Larceny
09/29/2022 06:03:59,2466882.75,963592.06,Drugs-Narcotics
09/29/2022 00:00:01,2459356.75,940627.5,Burglary
09/29/2022 00:00:01,2459356.75,940627.5,Assault Offenses
09/29/2022 00:00:01,2453101.25,949014.56,Vandalism
09/29/2022 00:00:00,2446157.5,951554.19,Assault Offenses
09/28/2022 23:21:59,2466931.75,947131.06,Assault Offenses
09/28/2022 22:16:59,2467318,942475.44,Larceny
09/28/2022 21:10:59,2457297.5,960081.5,Robbery
09/28/2022 20:38:59,2449826.75,932116.63,Drugs-Narcotics
09/28/2022 19:30:00,2455278.75,944196,Burglary
